periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202301,Jan-23,202301,,Tvf1zgVZ0K4,Busia County,KE_County_40,,23556,17536
202301,Jan-23,202301,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,386,601
202301,Jan-23,202301,,ahwTMNAJvrL,Muranga County,KE_County_21,,8,63
202301,Jan-23,202301,,N7YETT3A9r1,Kwale County,KE_County_2,,304,283
202301,Jan-23,202301,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,55,74
202301,Jan-23,202301,,yhCUgGcCcOo,Machakos County,KE_County_16,,52,29
202401,Jan-24,202401,,R6f9znhg37c,Mandera County,KE_County_9,,117,193
202401,Jan-24,202401,,BjC1xL40gHo,Kakamega County,KE_County_37,,11431,4510
202401,Jan-24,202401,,jkG3zaihdSs,Nairobi County,KE_County_47,,87,137
202401,Jan-24,202401,,bzOfj0iwfDH,Isiolo County,KE_County_11,,206,404
202401,Jan-24,202401,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,605,576
202401,Jan-24,202401,,XWALbfAPa6n,West Pokot County,KE_County_24,,34,88
202401,Jan-24,202401,,wsBsC6gjHvn,Mombasa County,KE_County_1,,10,28
202401,Jan-24,202401,,kqJ83J2D72s,Narok County,KE_County_33,,372,333
202401,Jan-24,202401,,fVra3Pwta0Q,Migori County,KE_County_44,,4154,2695
202401,Jan-24,202401,,JsH2bnvNt2d,Tana River County,KE_County_4,,2706,662
202401,Jan-24,202401,,CeLsrJOH0g9,Wajir County,KE_County_8,,134,90
202401,Jan-24,202401,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,9
202401,Jan-24,202401,,uyOrcHZBpW0,Garissa County,KE_County_7,,624,251
202401,Jan-24,202401,,N7YETT3A9r1,Kwale County,KE_County_2,,212,202
202401,Jan-24,202401,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,73,40
202401,Jan-24,202401,,NjWSbQTwys4,Lamu County,KE_County_5,,24,13
202401,Jan-24,202401,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3218,770
202401,Jan-24,202401,,vvOK1BxTbet,Baringo County,KE_County_30,,672,444
202401,Jan-24,202401,,yhCUgGcCcOo,Machakos County,KE_County_16,,64,25
202401,Jan-24,202401,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,45,48
202401,Jan-24,202401,,qKzosKQPl6G,Kiambu County,KE_County_22,,109,253
202401,Jan-24,202401,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1617,244
202401,Jan-24,202401,,Eey8fT4Im3y,Marsabit County,KE_County_10,,295,268
202401,Jan-24,202401,,ob6SxuRcqU4,Nakuru County,KE_County_32,,360,508
202401,Jan-24,202401,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,17
202401,Jan-24,202401,,o36zCRjSd4G,Samburu County,KE_County_25,,127,188
202401,Jan-24,202401,,Tvf1zgVZ0K4,Busia County,KE_County_40,,19261,17460
202401,Jan-24,202401,,Y52XNJ50hYb,Meru County,KE_County_12,,150,326
202401,Jan-24,202401,,u4t9H8XyU9P,Siaya County,KE_County_41,,7507,4558
202401,Jan-24,202401,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5,8
202401,Jan-24,202401,,j8o6iO4Njsi,Kitui County,KE_County_15,,55,59
202401,Jan-24,202401,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,23,78
202401,Jan-24,202401,,tAbBVBbueqD,Kisumu County,KE_County_42,,5812,14647
202401,Jan-24,202401,,nrI2khZx3d0,Kilifi County,KE_County_3,,45,99
202401,Jan-24,202401,,BoDytkJQ4Qi,Makueni County,KE_County_17,,162,123
202401,Jan-24,202401,,sPkRcDvhGWA,Kisii County,KE_County_45,,1724,3463
202401,Jan-24,202401,,HMNARUV2CW4,Bomet County,KE_County_36,,472,45
202401,Jan-24,202401,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,13072,4450
202401,Jan-24,202401,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,60,9
202401,Jan-24,202401,,kphDeKClFch,Turkana County,KE_County_23,,866,1015
202401,Jan-24,202401,,ihZsJ8alvtb,Kericho County,KE_County_35,,85,508
202401,Jan-24,202401,,t0J75eHKxz5,Nandi County,KE_County_29,,249,49
202401,Jan-24,202401,,ahwTMNAJvrL,Muranga County,KE_County_21,,57,177
202401,Jan-24,202401,,mYZacFNIB3h,Nyandarua County,KE_County_18,,26,29
202401,Jan-24,202401,,xuFdFy6t9AH,Laikipia County,KE_County_31,,110,196
202401,Jan-24,202401,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,8622,3090
202401,Jan-24,202401,,PFu8alU2KWG,Embu County,KE_County_14,,12,36
202501,Jan-25,202501,,PFu8alU2KWG,Embu County,KE_County_14,,134,372
202501,Jan-25,202501,,nrI2khZx3d0,Kilifi County,KE_County_3,,1266,1253
202501,Jan-25,202501,,kphDeKClFch,Turkana County,KE_County_23,,1651,1567
202501,Jan-25,202501,,t0J75eHKxz5,Nandi County,KE_County_29,,,23
202501,Jan-25,202501,,xuFdFy6t9AH,Laikipia County,KE_County_31,,47,129
202501,Jan-25,202501,,u4t9H8XyU9P,Siaya County,KE_County_41,,15500,6590
202501,Jan-25,202501,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,19,32
202501,Jan-25,202501,,ob6SxuRcqU4,Nakuru County,KE_County_32,,239,571
202501,Jan-25,202501,,tAbBVBbueqD,Kisumu County,KE_County_42,,9183,8321
202501,Jan-25,202501,,ahwTMNAJvrL,Muranga County,KE_County_21,,32,254
202501,Jan-25,202501,,yhCUgGcCcOo,Machakos County,KE_County_16,,10,11
202501,Jan-25,202501,,qKzosKQPl6G,Kiambu County,KE_County_22,,,14
202501,Jan-25,202501,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,60,79
202501,Jan-25,202501,,JsH2bnvNt2d,Tana River County,KE_County_4,,428,337
202501,Jan-25,202501,,sPkRcDvhGWA,Kisii County,KE_County_45,,3314,1876
202501,Jan-25,202501,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,17,27
202501,Jan-25,202501,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,257,429
202501,Jan-25,202501,,Tvf1zgVZ0K4,Busia County,KE_County_40,,12574,10872
202501,Jan-25,202501,,fVra3Pwta0Q,Migori County,KE_County_44,,5495,3395
202501,Jan-25,202501,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1713,232
202501,Jan-25,202501,,sANMZ3lpqGs,Vihiga County,KE_County_38,,7143,2904
202501,Jan-25,202501,,vvOK1BxTbet,Baringo County,KE_County_30,,206,185
202501,Jan-25,202501,,j8o6iO4Njsi,Kitui County,KE_County_15,,484,779
202501,Jan-25,202501,,bzOfj0iwfDH,Isiolo County,KE_County_11,,62,101
202501,Jan-25,202501,,mThvosEflAU,Trans Nzoia County,KE_County_26,,95,197
202501,Jan-25,202501,,Eey8fT4Im3y,Marsabit County,KE_County_10,,437,434
202501,Jan-25,202501,,o36zCRjSd4G,Samburu County,KE_County_25,,95,216
202501,Jan-25,202501,,Y52XNJ50hYb,Meru County,KE_County_12,,278,286
202501,Jan-25,202501,,wsBsC6gjHvn,Mombasa County,KE_County_1,,55,86
202501,Jan-25,202501,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,109,158
202501,Jan-25,202501,,R6f9znhg37c,Mandera County,KE_County_9,,759,1241
202501,Jan-25,202501,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,207,213
202501,Jan-25,202501,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1167,1104
202501,Jan-25,202501,,uyOrcHZBpW0,Garissa County,KE_County_7,,134,164
202501,Jan-25,202501,,N7YETT3A9r1,Kwale County,KE_County_2,,678,769
202501,Jan-25,202501,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,11709,4365
202501,Jan-25,202501,,NjWSbQTwys4,Lamu County,KE_County_5,,5,20
202501,Jan-25,202501,,kqJ83J2D72s,Narok County,KE_County_33,,374,442
202501,Jan-25,202501,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,2
202501,Jan-25,202501,,BjC1xL40gHo,Kakamega County,KE_County_37,,14365,5984
202501,Jan-25,202501,,ihZsJ8alvtb,Kericho County,KE_County_35,,227,444
202501,Jan-25,202501,,XWALbfAPa6n,West Pokot County,KE_County_24,,446,393
202501,Jan-25,202501,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,13717,4530
202501,Jan-25,202501,,HMNARUV2CW4,Bomet County,KE_County_36,,70,59
202107,Jul-21,202107,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,17,5
202107,Jul-21,202107,,R6f9znhg37c,Mandera County,KE_County_9,,112,171
202107,Jul-21,202107,,BjC1xL40gHo,Kakamega County,KE_County_37,,2744,4993
202107,Jul-21,202107,,jkG3zaihdSs,Nairobi County,KE_County_47,,135,52
202107,Jul-21,202107,,CeLsrJOH0g9,Wajir County,KE_County_8,,,34
202107,Jul-21,202107,,kqJ83J2D72s,Narok County,KE_County_33,,460,404
202107,Jul-21,202107,,wsBsC6gjHvn,Mombasa County,KE_County_1,,93,121
202107,Jul-21,202107,,fVra3Pwta0Q,Migori County,KE_County_44,,1326,1084
202107,Jul-21,202107,,o36zCRjSd4G,Samburu County,KE_County_25,,116,43
202107,Jul-21,202107,,Y52XNJ50hYb,Meru County,KE_County_12,,54,132
202107,Jul-21,202107,,mYZacFNIB3h,Nyandarua County,KE_County_18,,29,45
202107,Jul-21,202107,,Tvf1zgVZ0K4,Busia County,KE_County_40,,6184,14671
202107,Jul-21,202107,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,705,1081
202107,Jul-21,202107,,bzOfj0iwfDH,Isiolo County,KE_County_11,,115,463
202107,Jul-21,202107,,mThvosEflAU,Trans Nzoia County,KE_County_26,,748,479
202107,Jul-21,202107,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4731,2067
202107,Jul-21,202107,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,119,154
202107,Jul-21,202107,,vvOK1BxTbet,Baringo County,KE_County_30,,112,66
202107,Jul-21,202107,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1076,1040
202107,Jul-21,202107,,uyOrcHZBpW0,Garissa County,KE_County_7,,249,251
202107,Jul-21,202107,,BoDytkJQ4Qi,Makueni County,KE_County_17,,107,64
202107,Jul-21,202107,,JsH2bnvNt2d,Tana River County,KE_County_4,,537,452
202107,Jul-21,202107,,sPkRcDvhGWA,Kisii County,KE_County_45,,366,379
202107,Jul-21,202107,,nrI2khZx3d0,Kilifi County,KE_County_3,,36,105
202107,Jul-21,202107,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,54,36
202107,Jul-21,202107,,tAbBVBbueqD,Kisumu County,KE_County_42,,1499,2584
202107,Jul-21,202107,,u4t9H8XyU9P,Siaya County,KE_County_41,,3455,2664
202107,Jul-21,202107,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,5,6
202107,Jul-21,202107,,ob6SxuRcqU4,Nakuru County,KE_County_32,,95,285
202107,Jul-21,202107,,Eey8fT4Im3y,Marsabit County,KE_County_10,,65,85
202107,Jul-21,202107,,kphDeKClFch,Turkana County,KE_County_23,,2671,1572
202107,Jul-21,202107,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,190,135
202107,Jul-21,202107,,PFu8alU2KWG,Embu County,KE_County_14,,32,53
202107,Jul-21,202107,,yhCUgGcCcOo,Machakos County,KE_County_16,,20,33
202107,Jul-21,202107,,uepLTG8wGWJ,Nyamira County,KE_County_46,,537,30
202107,Jul-21,202107,,ahwTMNAJvrL,Muranga County,KE_County_21,,108,218
202107,Jul-21,202107,,sANMZ3lpqGs,Vihiga County,KE_County_38,,2564,1426
202107,Jul-21,202107,,qKzosKQPl6G,Kiambu County,KE_County_22,,127,189
202107,Jul-21,202107,,ihZsJ8alvtb,Kericho County,KE_County_35,,161,130
202107,Jul-21,202107,,ptWVfaCIdVx,Nyeri County,KE_County_19,,2,16
202107,Jul-21,202107,,N7YETT3A9r1,Kwale County,KE_County_2,,36,8
202207,Jul-22,202207,,PFu8alU2KWG,Embu County,KE_County_14,,18,29
202207,Jul-22,202207,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,152,119
202207,Jul-22,202207,,u4t9H8XyU9P,Siaya County,KE_County_41,,9098,5622
202207,Jul-22,202207,,nrI2khZx3d0,Kilifi County,KE_County_3,,24,53
202207,Jul-22,202207,,yhCUgGcCcOo,Machakos County,KE_County_16,,53,107
202207,Jul-22,202207,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,70,66
202207,Jul-22,202207,,qKzosKQPl6G,Kiambu County,KE_County_22,,128,197
202207,Jul-22,202207,,tAbBVBbueqD,Kisumu County,KE_County_42,,5319,9143
202207,Jul-22,202207,,ob6SxuRcqU4,Nakuru County,KE_County_32,,170,383
202207,Jul-22,202207,,mYZacFNIB3h,Nyandarua County,KE_County_18,,8,35
202207,Jul-22,202207,,fVra3Pwta0Q,Migori County,KE_County_44,,4440,2088
202207,Jul-22,202207,,kphDeKClFch,Turkana County,KE_County_23,,3546,1717
202207,Jul-22,202207,,uepLTG8wGWJ,Nyamira County,KE_County_46,,639,43
202207,Jul-22,202207,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,11,19
202207,Jul-22,202207,,Tvf1zgVZ0K4,Busia County,KE_County_40,,17793,16627
202207,Jul-22,202207,,mThvosEflAU,Trans Nzoia County,KE_County_26,,196,97
202207,Jul-22,202207,,bzOfj0iwfDH,Isiolo County,KE_County_11,,54,127
202207,Jul-22,202207,,JsH2bnvNt2d,Tana River County,KE_County_4,,804,364
202207,Jul-22,202207,,kqJ83J2D72s,Narok County,KE_County_33,,365,306
202207,Jul-22,202207,,Eey8fT4Im3y,Marsabit County,KE_County_10,,70,183
202207,Jul-22,202207,,sPkRcDvhGWA,Kisii County,KE_County_45,,1229,548
202207,Jul-22,202207,,j8o6iO4Njsi,Kitui County,KE_County_15,,11,30
202207,Jul-22,202207,,wsBsC6gjHvn,Mombasa County,KE_County_1,,78,93
202207,Jul-22,202207,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,123,59
202207,Jul-22,202207,,BoDytkJQ4Qi,Makueni County,KE_County_17,,68,63
202207,Jul-22,202207,,R6f9znhg37c,Mandera County,KE_County_9,,80,56
202207,Jul-22,202207,,jkG3zaihdSs,Nairobi County,KE_County_47,,223,408
202207,Jul-22,202207,,o36zCRjSd4G,Samburu County,KE_County_25,,115,90
202207,Jul-22,202207,,CeLsrJOH0g9,Wajir County,KE_County_8,,5,50
202207,Jul-22,202207,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3804,2172
202207,Jul-22,202207,,N7YETT3A9r1,Kwale County,KE_County_2,,423,206
202207,Jul-22,202207,,Y52XNJ50hYb,Meru County,KE_County_12,,46,76
202207,Jul-22,202207,,vvOK1BxTbet,Baringo County,KE_County_30,,139,117
202207,Jul-22,202207,,ptWVfaCIdVx,Nyeri County,KE_County_19,,21,25
202207,Jul-22,202207,,uyOrcHZBpW0,Garissa County,KE_County_7,,302,286
202207,Jul-22,202207,,HMNARUV2CW4,Bomet County,KE_County_36,,4,7
202207,Jul-22,202207,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,7007,2588
202207,Jul-22,202207,,XWALbfAPa6n,West Pokot County,KE_County_24,,4256,127
202207,Jul-22,202207,,BjC1xL40gHo,Kakamega County,KE_County_37,,11622,4857
202207,Jul-22,202207,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,246,343
202207,Jul-22,202207,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6886,1546
202207,Jul-22,202207,,ihZsJ8alvtb,Kericho County,KE_County_35,,69,129
202207,Jul-22,202207,,ahwTMNAJvrL,Muranga County,KE_County_21,,45,144
202207,Jul-22,202207,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,27,54
202207,Jul-22,202207,,t0J75eHKxz5,Nandi County,KE_County_29,,102,133
202307,Jul-23,202307,,j8o6iO4Njsi,Kitui County,KE_County_15,,52,68
202307,Jul-23,202307,,BoDytkJQ4Qi,Makueni County,KE_County_17,,56,96
202307,Jul-23,202307,,HMNARUV2CW4,Bomet County,KE_County_36,,331,84
202307,Jul-23,202307,,vvOK1BxTbet,Baringo County,KE_County_30,,514,435
202307,Jul-23,202307,,Eey8fT4Im3y,Marsabit County,KE_County_10,,223,117
202307,Jul-23,202307,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,13206,4251
202307,Jul-23,202307,,CeLsrJOH0g9,Wajir County,KE_County_8,,85,71
202307,Jul-23,202307,,sANMZ3lpqGs,Vihiga County,KE_County_38,,7717,1493
202307,Jul-23,202307,,sPkRcDvhGWA,Kisii County,KE_County_45,,2080,1084
202307,Jul-23,202307,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,2
202307,Jul-23,202307,,Y52XNJ50hYb,Meru County,KE_County_12,,116,213
202307,Jul-23,202307,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,84,21
202307,Jul-23,202307,,uyOrcHZBpW0,Garissa County,KE_County_7,,207,231
202307,Jul-23,202307,,o36zCRjSd4G,Samburu County,KE_County_25,,227,222
202307,Jul-23,202307,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,7,16
202307,Jul-23,202307,,jkG3zaihdSs,Nairobi County,KE_County_47,,164,348
202307,Jul-23,202307,,nrI2khZx3d0,Kilifi County,KE_County_3,,37,106
202307,Jul-23,202307,,R6f9znhg37c,Mandera County,KE_County_9,,326,190
202307,Jul-23,202307,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,142,53
202307,Jul-23,202307,,qKzosKQPl6G,Kiambu County,KE_County_22,,124,210
202307,Jul-23,202307,,ihZsJ8alvtb,Kericho County,KE_County_35,,113,599
202307,Jul-23,202307,,JsH2bnvNt2d,Tana River County,KE_County_4,,868,337
202307,Jul-23,202307,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,11
202307,Jul-23,202307,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,30,75
202307,Jul-23,202307,,mThvosEflAU,Trans Nzoia County,KE_County_26,,4,6
202307,Jul-23,202307,,PFu8alU2KWG,Embu County,KE_County_14,,21,37
202307,Jul-23,202307,,bzOfj0iwfDH,Isiolo County,KE_County_11,,150,262
202307,Jul-23,202307,,kqJ83J2D72s,Narok County,KE_County_33,,336,378
202307,Jul-23,202307,,fVra3Pwta0Q,Migori County,KE_County_44,,7159,3708
202307,Jul-23,202307,,BjC1xL40gHo,Kakamega County,KE_County_37,,17435,5106
202307,Jul-23,202307,,XWALbfAPa6n,West Pokot County,KE_County_24,,336,331
202307,Jul-23,202307,,mYZacFNIB3h,Nyandarua County,KE_County_18,,7,8
202307,Jul-23,202307,,ob6SxuRcqU4,Nakuru County,KE_County_32,,685,387
202307,Jul-23,202307,,u4t9H8XyU9P,Siaya County,KE_County_41,,9248,4956
202307,Jul-23,202307,,Tvf1zgVZ0K4,Busia County,KE_County_40,,21157,18944
202307,Jul-23,202307,,kphDeKClFch,Turkana County,KE_County_23,,4509,2614
202307,Jul-23,202307,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,208,326
202307,Jul-23,202307,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1960,245
202307,Jul-23,202307,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,10,28
202307,Jul-23,202307,,tAbBVBbueqD,Kisumu County,KE_County_42,,10841,13633
202307,Jul-23,202307,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,13408,4036
202307,Jul-23,202307,,xuFdFy6t9AH,Laikipia County,KE_County_31,,83,116
202307,Jul-23,202307,,ptWVfaCIdVx,Nyeri County,KE_County_19,,12,13
202307,Jul-23,202307,,N7YETT3A9r1,Kwale County,KE_County_2,,247,286
202307,Jul-23,202307,,ahwTMNAJvrL,Muranga County,KE_County_21,,7,71
202307,Jul-23,202307,,t0J75eHKxz5,Nandi County,KE_County_29,,388,122
202407,Jul-24,202407,,mThvosEflAU,Trans Nzoia County,KE_County_26,,284,382
202407,Jul-24,202407,,bzOfj0iwfDH,Isiolo County,KE_County_11,,68,133
202407,Jul-24,202407,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,851,825
202407,Jul-24,202407,,Tvf1zgVZ0K4,Busia County,KE_County_40,,14614,12371
202407,Jul-24,202407,,R6f9znhg37c,Mandera County,KE_County_9,,80,128
202407,Jul-24,202407,,JsH2bnvNt2d,Tana River County,KE_County_4,,768,398
202407,Jul-24,202407,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,52,65
202407,Jul-24,202407,,qKzosKQPl6G,Kiambu County,KE_County_22,,116,154
202407,Jul-24,202407,,uepLTG8wGWJ,Nyamira County,KE_County_46,,5060,1677
202407,Jul-24,202407,,uyOrcHZBpW0,Garissa County,KE_County_7,,68,95
202407,Jul-24,202407,,mYZacFNIB3h,Nyandarua County,KE_County_18,,22,15
202407,Jul-24,202407,,XWALbfAPa6n,West Pokot County,KE_County_24,,693,578
202407,Jul-24,202407,,fVra3Pwta0Q,Migori County,KE_County_44,,3650,2753
202407,Jul-24,202407,,BjC1xL40gHo,Kakamega County,KE_County_37,,17824,7293
202407,Jul-24,202407,,CeLsrJOH0g9,Wajir County,KE_County_8,,76,156
202407,Jul-24,202407,,kqJ83J2D72s,Narok County,KE_County_33,,453,493
202407,Jul-24,202407,,o36zCRjSd4G,Samburu County,KE_County_25,,119,153
202407,Jul-24,202407,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,10286,3917
202407,Jul-24,202407,,u4t9H8XyU9P,Siaya County,KE_County_41,,11469,5586
202407,Jul-24,202407,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,255,68
202407,Jul-24,202407,,NjWSbQTwys4,Lamu County,KE_County_5,,7,3
202407,Jul-24,202407,,vvOK1BxTbet,Baringo County,KE_County_30,,792,601
202407,Jul-24,202407,,nrI2khZx3d0,Kilifi County,KE_County_3,,238,340
202407,Jul-24,202407,,wsBsC6gjHvn,Mombasa County,KE_County_1,,36,59
202407,Jul-24,202407,,BoDytkJQ4Qi,Makueni County,KE_County_17,,567,655
202407,Jul-24,202407,,Y52XNJ50hYb,Meru County,KE_County_12,,254,497
202407,Jul-24,202407,,j8o6iO4Njsi,Kitui County,KE_County_15,,363,433
202407,Jul-24,202407,,jkG3zaihdSs,Nairobi County,KE_County_47,,6,73
202407,Jul-24,202407,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,30,19
202407,Jul-24,202407,,Eey8fT4Im3y,Marsabit County,KE_County_10,,181,160
202407,Jul-24,202407,,sPkRcDvhGWA,Kisii County,KE_County_45,,2784,1653
202407,Jul-24,202407,,tAbBVBbueqD,Kisumu County,KE_County_42,,8348,13128
202407,Jul-24,202407,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,163,118
202407,Jul-24,202407,,ob6SxuRcqU4,Nakuru County,KE_County_32,,534,429
202407,Jul-24,202407,,sANMZ3lpqGs,Vihiga County,KE_County_38,,11201,4034
202407,Jul-24,202407,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,103,150
202407,Jul-24,202407,,t0J75eHKxz5,Nandi County,KE_County_29,,70,70
202407,Jul-24,202407,,kphDeKClFch,Turkana County,KE_County_23,,1182,1009
202407,Jul-24,202407,,xuFdFy6t9AH,Laikipia County,KE_County_31,,149,137
202407,Jul-24,202407,,HMNARUV2CW4,Bomet County,KE_County_36,,246,100
202407,Jul-24,202407,,yhCUgGcCcOo,Machakos County,KE_County_16,,8,62
202407,Jul-24,202407,,PFu8alU2KWG,Embu County,KE_County_14,,21,51
202407,Jul-24,202407,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,11330,3919
202407,Jul-24,202407,,N7YETT3A9r1,Kwale County,KE_County_2,,1120,987
202407,Jul-24,202407,,ihZsJ8alvtb,Kericho County,KE_County_35,,516,674
202407,Jul-24,202407,,ahwTMNAJvrL,Muranga County,KE_County_21,,61,282
202106,Jun-21,202106,,o36zCRjSd4G,Samburu County,KE_County_25,,135,31
202106,Jun-21,202106,,CeLsrJOH0g9,Wajir County,KE_County_8,,,41
202106,Jun-21,202106,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,89,61
202106,Jun-21,202106,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3005,1505
202106,Jun-21,202106,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,16,23
202106,Jun-21,202106,,N7YETT3A9r1,Kwale County,KE_County_2,,45,26
202106,Jun-21,202106,,uyOrcHZBpW0,Garissa County,KE_County_7,,342,275
202106,Jun-21,202106,,ptWVfaCIdVx,Nyeri County,KE_County_19,,2,8
202106,Jun-21,202106,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1670,1249
202106,Jun-21,202106,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,9,6
202106,Jun-21,202106,,Tvf1zgVZ0K4,Busia County,KE_County_40,,5286,14209
202106,Jun-21,202106,,mThvosEflAU,Trans Nzoia County,KE_County_26,,808,323
202106,Jun-21,202106,,fVra3Pwta0Q,Migori County,KE_County_44,,1344,1112
202106,Jun-21,202106,,JsH2bnvNt2d,Tana River County,KE_County_4,,488,421
202106,Jun-21,202106,,bzOfj0iwfDH,Isiolo County,KE_County_11,,113,465
202106,Jun-21,202106,,BoDytkJQ4Qi,Makueni County,KE_County_17,,67,92
202106,Jun-21,202106,,R6f9znhg37c,Mandera County,KE_County_9,,57,110
202106,Jun-21,202106,,jkG3zaihdSs,Nairobi County,KE_County_47,,215,46
202106,Jun-21,202106,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,694,849
202106,Jun-21,202106,,uepLTG8wGWJ,Nyamira County,KE_County_46,,620,56
202106,Jun-21,202106,,wsBsC6gjHvn,Mombasa County,KE_County_1,,94,103
202106,Jun-21,202106,,vvOK1BxTbet,Baringo County,KE_County_30,,75,58
202106,Jun-21,202106,,j8o6iO4Njsi,Kitui County,KE_County_15,,2,
202106,Jun-21,202106,,Y52XNJ50hYb,Meru County,KE_County_12,,49,85
202106,Jun-21,202106,,Eey8fT4Im3y,Marsabit County,KE_County_10,,55,124
202106,Jun-21,202106,,PFu8alU2KWG,Embu County,KE_County_14,,13,37
202106,Jun-21,202106,,u4t9H8XyU9P,Siaya County,KE_County_41,,6304,4291
202106,Jun-21,202106,,nrI2khZx3d0,Kilifi County,KE_County_3,,30,100
202106,Jun-21,202106,,ob6SxuRcqU4,Nakuru County,KE_County_32,,150,356
202106,Jun-21,202106,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,144,111
202106,Jun-21,202106,,kphDeKClFch,Turkana County,KE_County_23,,1031,1172
202106,Jun-21,202106,,sPkRcDvhGWA,Kisii County,KE_County_45,,481,468
202106,Jun-21,202106,,yhCUgGcCcOo,Machakos County,KE_County_16,,26,43
202106,Jun-21,202106,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,48,16
202106,Jun-21,202106,,tAbBVBbueqD,Kisumu County,KE_County_42,,1785,2538
202106,Jun-21,202106,,qKzosKQPl6G,Kiambu County,KE_County_22,,97,137
202106,Jun-21,202106,,kqJ83J2D72s,Narok County,KE_County_33,,483,463
202106,Jun-21,202106,,XWALbfAPa6n,West Pokot County,KE_County_24,,,27
202106,Jun-21,202106,,mYZacFNIB3h,Nyandarua County,KE_County_18,,7,15
202106,Jun-21,202106,,BjC1xL40gHo,Kakamega County,KE_County_37,,2702,6703
202106,Jun-21,202106,,ahwTMNAJvrL,Muranga County,KE_County_21,,116,191
