periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Fevers,IDSR Other Viral Haemorrhagic Fevers Total,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days,MOH_744A_No. of Neurological disorders
202411,November 2024,202411,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,,94,136,
202411,November 2024,202411,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,,,3,15,7
202411,November 2024,202411,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,65,155,10
202411,November 2024,202411,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,,369,250,19
202411,November 2024,202411,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,16,24,
202411,November 2024,202411,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,,,1703,491,
202411,November 2024,202411,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,,,3012,1362,39
202411,November 2024,202411,,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,,,2,12,
202411,November 2024,202411,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,,605,67,
202411,November 2024,202411,,Nb6e34jNGAq,Transmara West Sub County,KE_SubCounty_3178,,,,60,29,
202411,November 2024,202411,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,,,2,50,
202411,November 2024,202411,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,,,202,353,
202411,November 2024,202411,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,,,1331,836,5
202411,November 2024,202411,,f1T0Ltob8VQ,Westlands Sub County,KE_SubCounty_3155,Subcounty,,,,,18
202411,November 2024,202411,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,,,34,54,
202411,November 2024,202411,,Cc8uEFkzfVf,Ruaraka Sub County,KE_SubCounty_3148,,,,,,12
202411,November 2024,202411,,nwh9bXKykiS,Nakuru North Sub County,KE_SubCounty_3158,,,,,19,
202411,November 2024,202411,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,,,1428,576,
202411,November 2024,202411,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,,,239,81,
202411,November 2024,202411,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,,,2503,952,
202411,November 2024,202411,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,,,1136,1049,
202411,November 2024,202411,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,,,544,1184,4
202411,November 2024,202411,,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,,,,3,
202411,November 2024,202411,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,326,415,11
202411,November 2024,202411,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,10010,12813,53
202411,November 2024,202411,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,,358,346,
202411,November 2024,202411,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,,,77,17,
202411,November 2024,202411,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,58,170,
202411,November 2024,202411,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,6,
202411,November 2024,202411,,pzZHpL2ueIn,Kiminini Sub County,KE_SubCounty_3216,,,,18,13,10
202411,November 2024,202411,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,,,527,244,
202411,November 2024,202411,,Y52XNJ50hYb,Meru County,KE_County_12,,,,114,188,8
202411,November 2024,202411,,xAl2ixfcOFU,Transmara South Sub County,3275,,,,29,11,
202411,November 2024,202411,,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,,,644,114,
202411,November 2024,202411,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,,,1941,1018,
202411,November 2024,202411,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,,,1244,411,
202411,November 2024,202411,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,93
202411,November 2024,202411,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,,,961,529,
202411,November 2024,202411,,aDp1odOWYC1,Embakasi South Sub County,KE_SubCounty_3147,,,,,,32
202411,November 2024,202411,,v5qbFUgfIoF,Nyamira North Sub County,KE_SubCounty_3180,,,,528,171,
202411,November 2024,202411,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,,,1161,566,
202411,November 2024,202411,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,,,7,31,
202411,November 2024,202411,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,,,589,337,
202411,November 2024,202411,,fVSw60UAC3W,Oljoroorok Sub County,KE_SubCounty_3185,"Oljoroorok is one of the five Sub counties in Nyandarua County. It has a population of 97508 FY 2017/2018 as per 2009 pn, census",,,2,10,
202411,November 2024,202411,,o36zCRjSd4G,Samburu County,KE_County_25,,,,233,256,
202411,November 2024,202411,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,,,39,22,
202411,November 2024,202411,,jkG3zaihdSs,Nairobi County,KE_County_47,,13,,,,694
202411,November 2024,202411,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,,,96,71,
202411,November 2024,202411,,R6f9znhg37c,Mandera County,KE_County_9,,,,293,779,
202411,November 2024,202411,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,143,154,52
202411,November 2024,202411,,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,,,22,10,
202411,November 2024,202411,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,9371,4228,13
202411,November 2024,202411,,uov0yFMw9Qm,Wajir East Sub County,KE_SubCounty_3242,,,,,,1
202411,November 2024,202411,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,,,,,101
202411,November 2024,202411,,gU0Cz7Qlfss,Kipkelion East Sub County,KE_SubCounty_3028,,,,40,38,
202411,November 2024,202411,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,,,,4,
202411,November 2024,202411,,KuprsuBe1l0,Turbo Sub County,KE_SubCounty_3231,,,,1,6,
202411,November 2024,202411,,AFIlzKNxXST,Imenti South Sub County,KE_SubCounty_3110,,,,10,22,
202411,November 2024,202411,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,1123,635,
202411,November 2024,202411,,HoRW5aISmiD,Suba South Sub County,KE_SubCounty_2995,,,,1815,710,
202411,November 2024,202411,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,90,70,102
202411,November 2024,202411,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,,,621,541,
202411,November 2024,202411,,BDxUGx86itV,Imenti North Sub County,KE_SubCounty_3113,,,,5,6,8
202411,November 2024,202411,,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,,,763,609,41
202411,November 2024,202411,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,,,1028,469,
202411,November 2024,202411,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,,,45,47,
202411,November 2024,202411,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,,,637,173,
202411,November 2024,202411,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,,,4,5,12
202411,November 2024,202411,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,696,469,
202411,November 2024,202411,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,,,642,241,
202411,November 2024,202411,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,,,165,106,16
202411,November 2024,202411,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,,,3,14,
202411,November 2024,202411,,EESGLsSLTqH,Ndaragwa Sub County,KE_SubCounty_3184,"Ndaragwa sub county is one among the five sub counties comprising The Nyandarua county. Ndaragwa is the constituency with a population of  103,603 in 2016 based on population projection of 92,626 in 2009 census.",,,,2,
202411,November 2024,202411,,l46g2PZUjoh,Muranga South Sub County,KE_SubCounty_3135,,,,9,79,
202411,November 2024,202411,,RAnL5kBKMIt,Kinangop Sub County,KE_SubCounty_3188,,,,,17,
202411,November 2024,202411,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,,,8,34,
202411,November 2024,202411,,e1J7R103h8I,Nambale Sub County,KE_SubCounty_2977,,,,1067,608,
202411,November 2024,202411,,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,,,,,94
202411,November 2024,202411,,yXwsnpFBIPW,Igambangombe Sub County,KE_SubCounty_3256,,,,,,40
202411,November 2024,202411,,i2Y2fyNoFyZ,Ndhiwa Sub County,KE_SubCounty_2997,,,,1589,964,
202411,November 2024,202411,,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,,,8,6,20
202411,November 2024,202411,,AphsS3lJwKU,Kimilili Sub County,KE_SubCounty_2965,,,,1059,218,
202411,November 2024,202411,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,,,48,156,
202411,November 2024,202411,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,,,3,5,
202411,November 2024,202411,,kqJ83J2D72s,Narok County,KE_County_33,,7,,387,357,
202411,November 2024,202411,,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,,,29,88,
202411,November 2024,202411,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,,,62,37,
202411,November 2024,202411,,J69iWev2zwu,Lagdera Sub County,KE_SubCounty_2992,,,,64,27,
202411,November 2024,202411,,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,,,5,21,
202411,November 2024,202411,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,,,26,74,
202411,November 2024,202411,,zGJ7QQlAMYD,Narok Central Sub County,3274,,7,,90,90,
202411,November 2024,202411,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,,,328,121,
202411,November 2024,202411,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,,,,1,7
202411,November 2024,202411,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,,8,21,
202411,November 2024,202411,,Lpy789vqRC6,Emuhaya Sub County,KE_SubCounty_3233,,,,1318,446,
202411,November 2024,202411,,iyOe3zltlp6,Teso Central Sub County,3276,,,,796,311,
202411,November 2024,202411,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,,,8,29,
202411,November 2024,202411,,vSISrsNNHwq,Jomvu Sub County,KE_SubCounty_3131,,,,6,3,
202411,November 2024,202411,,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,,,2181,2051,49
202411,November 2024,202411,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,,,14,21,
202411,November 2024,202411,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,22,44,
202411,November 2024,202411,,IPOMRXiYjxr,Embu west (Manyatta) Sub County,KE_SubCounty_2987,,,,2,9,20
202411,November 2024,202411,,kphDeKClFch,Turkana County,KE_County_23,,,,1525,1879,114
202411,November 2024,202411,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,,,,9
202411,November 2024,202411,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,,,44,63,
202411,November 2024,202411,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,,,92,40,73
202411,November 2024,202411,,CeukNtGhW7J,Yatta Sub County,KE_SubCounty_3097,,,,4,7,
202411,November 2024,202411,,PFu8alU2KWG,Embu County,KE_County_14,,,,42,114,43
202411,November 2024,202411,,m1X5Chs8cRL,Suguta Sub county,,,,,137,83,
202411,November 2024,202411,,FoqzDgIByL6,Kasarani Sub County,KE_SubCounty_3149,,,,,,12
202411,November 2024,202411,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,,,10,29,
202411,November 2024,202411,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,730,623,160
202411,November 2024,202411,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,,,,178,
202411,November 2024,202411,,SLPIfy5xLqW,Embu North Sub County,KE_SubCounty_3296,,,,2,5,
202411,November 2024,202411,,fNROL0qm8De,Narok North Sub County,KE_SubCounty_3176,,,,54,70,
202411,November 2024,202411,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,,,47,50,
202411,November 2024,202411,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,,,710,882,4
202411,November 2024,202411,,OK0hW8DFHq3,Rongai Sub County,KE_SubCounty_3159,,,,61,41,
202411,November 2024,202411,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,,,4,20,
202411,November 2024,202411,,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,,,10,24,
202411,November 2024,202411,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,24,46,7
202411,November 2024,202411,,bqtTmWcikTN,Baringo North Sub County,KE_SubCounty_2957,,,,7,7,
202411,November 2024,202411,,lQkHbTC1iRg,Garissa Sub County,KE_SubCounty_2994,,,,15,16,
202411,November 2024,202411,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,,,798,1144,2
202411,November 2024,202411,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,,,401,103,
202411,November 2024,202411,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,,,142,66,
202411,November 2024,202411,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,5584,6934,124
202411,November 2024,202411,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,,654,298,
202411,November 2024,202411,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,,16,8,
202411,November 2024,202411,,PLFoYJO8MVS,Konoin Sub County,KE_SubCounty_2959,konoin,,,38,60,
202411,November 2024,202411,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,,,1159,250,
202411,November 2024,202411,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,,,,6,
202411,November 2024,202411,,gLD3Q9fHpvy,Muthambi Sub County,KE_SubCounty_3259,,,,1,1,
202411,November 2024,202411,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,,,8,12,31
202411,November 2024,202411,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,4,10,66
202411,November 2024,202411,,RScEHA3V38d,Fafi Sub County,KE_SubCounty_2990,,,,72,75,
202411,November 2024,202411,,zQEuNRaPYgE,Subukia Sub County,KE_SubCounty_3160,,,,8,,
202411,November 2024,202411,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,,,47,29,
202411,November 2024,202411,,t0J75eHKxz5,Nandi County,KE_County_29,,,,6,10,133
202411,November 2024,202411,,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,,,4,21,
202411,November 2024,202411,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,,4,,133
202411,November 2024,202411,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,,,1,3,6
202411,November 2024,202411,,u2zJahNiSP5,Pokot South Sub County,KE_SubCounty_3244,,,,14,4,
202411,November 2024,202411,,UGFoTN6rMVy,Lokiriama Sub County,,,,,,19,
202411,November 2024,202411,,Sq2fLWnOCGg,Aldai Sub County,KE_SubCounty_3171,,,,,3,
202411,November 2024,202411,,fVra3Pwta0Q,Migori County,KE_County_44,,,,3738,3080,46
202411,November 2024,202411,,AXNntZ7T30a,Kibish Sub County,KE_SubCounty_3226,,,,116,84,
202411,November 2024,202411,,ABuzigW8Lzw,Borabu Sub County,KE_SubCounty_3179,,,,89,28,
202411,November 2024,202411,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,,,38,36,
202411,November 2024,202411,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,,,,2,
202411,November 2024,202411,,yZJJPoSGhY6,Naivasha Sub County,KE_SubCounty_3164,,,,33,98,
202411,November 2024,202411,,m9gdonbVXjZ,Bomet Central Sub County,KE_SubCounty_2960,,,,,19,
202411,November 2024,202411,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,,111,136,
202411,November 2024,202411,,SCbMzaOeTuR,Pokot Central Sub County,KE_SubCounty_3246,,,,41,55,
202411,November 2024,202411,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,,,99,249,
202411,November 2024,202411,,iGkXVHBAqXX,Kiliwehiri Sub County,KE_SubCounty_3273,,,,36,85,
202411,November 2024,202411,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,,,34,1051,
202411,November 2024,202411,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,640,520,7
202411,November 2024,202411,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,133,123,
202411,November 2024,202411,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,,,98,105,
202411,November 2024,202411,,cxjRPbvhjzr,Nyamira Sub County,KE_SubCounty_3181,,,,337,58,
202411,November 2024,202411,,vvOK1BxTbet,Baringo County,KE_County_30,,,,432,360,
202411,November 2024,202411,,Yl9UDBnDvvW,Koibatek Sub County,KE_SubCounty_2953,,,,,7,
202411,November 2024,202411,,FKt9UVErwh3,Aroo Sub County,,,,,63,159,
202411,November 2024,202411,,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,,,4,28,
202411,November 2024,202411,,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,,,20,61,
202411,November 2024,202411,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,5497,2692,11
202411,November 2024,202411,,IBDoGsLdhvt,Mwatate Sub County,KE_SubCounty_3207,,,,7,16,
202411,November 2024,202411,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,,,23,34,
202411,November 2024,202411,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,1665,380,
202411,November 2024,202411,,JKNaaTjVapG,Kirinyaga Central Sub County,KE_SubCounty_3048,,,,4,8,
202411,November 2024,202411,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,,,,,229
202411,November 2024,202411,,OOF3UX4yOt7,Vihiga Sub County,KE_SubCounty_3237,,,,641,441,11
202411,November 2024,202411,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,,,1286,408,
202411,November 2024,202411,,jrm0uyLXnC1,Mandera North Sub County,KE_SubCounty_3103,,,,39,135,
202411,November 2024,202411,,W6Err8cQf5J,Nandi Hills Sub County,KE_SubCounty_3170,,,,2,7,
202411,November 2024,202411,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,,,422,276,9
202410,October 2024,202410,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,,,246,203,
202410,October 2024,202410,,O0xCBkXfQfe,Githurai Sub County,3297,,,,,7,
202410,October 2024,202410,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,31,,,,55
202410,October 2024,202410,,EhchjCHkhJ9,Teso South Sub County,KE_SubCounty_2978,,,,1136,444,
202410,October 2024,202410,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,,,1603,988,8
202410,October 2024,202410,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,,,442,106,
202410,October 2024,202410,,l5E6PiIUs1J,Ijara Sub County,KE_SubCounty_2988,One of the sub counties within Garissa County,,,,13,
202410,October 2024,202410,,N7YETT3A9r1,Kwale County,KE_County_2,,,,952,1128,148
202410,October 2024,202410,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,,,417,383,
202410,October 2024,202410,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,,,10,5,
202410,October 2024,202410,,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,,,30,22,
202410,October 2024,202410,,FGBNPr91pXH,Balambala Sub County,KE_SubCounty_2993,,,,13,7,
202410,October 2024,202410,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,,78,171,
202410,October 2024,202410,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,,,,2,103
202410,October 2024,202410,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,,,14,19,
202410,October 2024,202410,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,,,1,32,
202410,October 2024,202410,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,182,181,457
202410,October 2024,202410,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,5
202410,October 2024,202410,,iGFdm333PJ2,Kutulo Sub County,KE_SubCounty_3258,,,,,10,
202410,October 2024,202410,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,,,3,3,
202410,October 2024,202410,,vznKK4IegIL,Mathira East Sub County,KE_SubCounty_3192,,,,,1,
202410,October 2024,202410,,YzB2ZBCwKLa,Kadibo Sub County,KE_SubCounty_3298,,,,555,1254,13
202410,October 2024,202410,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,,,8,18,
202410,October 2024,202410,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,,,638,394,156
202410,October 2024,202410,,u9yagZzK49q,Kapseret Sub County,KE_SubCounty_3228,,,,,6,
202410,October 2024,202410,,MYSShwNcjzb,Suba West Sub County,3265,,,,424,89,
202410,October 2024,202410,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,110,220,167
202410,October 2024,202410,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,,342,143,11
202410,October 2024,202410,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,,,,,10
202410,October 2024,202410,,rBKASpHJblX,Mwea Sub County,3266,,,,8,4,
202410,October 2024,202410,,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,,,1242,893,
202410,October 2024,202410,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,,,1003,279,
202410,October 2024,202410,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,,,55,131,
202410,October 2024,202410,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,,145,57,
202410,October 2024,202410,,fGr9rRvaovO,Mandera East Sub County,KE_SubCounty_3101,,,,50,107,
202410,October 2024,202410,,gSJXzH1DM75,Njoro Sub County,KE_SubCounty_3165,,,,7,63,
202410,October 2024,202410,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,,,48,127,
202410,October 2024,202410,,ldZ10N9unC9,Samburu East Sub County,KE_SubCounty_3197,,,,32,116,
202410,October 2024,202410,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,,,139,84,
202410,October 2024,202410,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,,,1462,787,
202410,October 2024,202410,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,,,364,5634,3
202410,October 2024,202410,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,,,1364,913,
202410,October 2024,202410,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,,,953,1009,
202410,October 2024,202410,,TnCu7j4XNj6,Samburu Sub County,,,,,92,237,
202410,October 2024,202410,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,,,431,269,19
202410,October 2024,202410,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,,,130,124,
202410,October 2024,202410,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,,,7,19,
202410,October 2024,202410,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,,,2,22,
202410,October 2024,202410,,JNvqpOnKfGR,Bondo Sub County,KE_SubCounty_3201,,,,1873,828,3
202410,October 2024,202410,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,,,2,7,
202410,October 2024,202410,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,,,495,206,
202410,October 2024,202410,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,,,654,464,
202410,October 2024,202410,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,,,190,147,
202410,October 2024,202410,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,,,1,,104
202410,October 2024,202410,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,,,17,32,
202410,October 2024,202410,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,,,5594,815,
202410,October 2024,202410,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,,,25,15,
202410,October 2024,202410,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,,,70,76,
202410,October 2024,202410,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,,,1364,734,
202410,October 2024,202410,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,,,48,176,
202410,October 2024,202410,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,,,,6,
202410,October 2024,202410,,MEkEH8ZmcOU,Kilifi North Sub County,KE_SubCounty_3047,Sub County,,,117,254,
202410,October 2024,202410,,tKOna0n1Nmk,Lokichoggio Sub County,,,,,192,289,
202410,October 2024,202410,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,,,122,144,
202410,October 2024,202410,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,,,10,12,
202410,October 2024,202410,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,4,33,5
202410,October 2024,202410,,HMNARUV2CW4,Bomet County,KE_County_36,,,,120,174,18
202410,October 2024,202410,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,13649,6613,12
202410,October 2024,202410,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,,,599,321,
202410,October 2024,202410,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,15474,3868,13
202410,October 2024,202410,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,,,78,183,148
202410,October 2024,202410,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,839,580,
202410,October 2024,202410,,BXaq5PxSfz2,Hamisi Sub County,KE_SubCounty_3235,,,,1181,864,
202410,October 2024,202410,,t0J75eHKxz5,Nandi County,KE_County_29,,,,31,216,34
202410,October 2024,202410,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,,,,,6
202410,October 2024,202410,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,11,70,7
202410,October 2024,202410,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,,31,32,34
202410,October 2024,202410,,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,,,,16,
202410,October 2024,202410,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,,,372,519,
202410,October 2024,202410,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,,534,369,
202410,October 2024,202410,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,,60,52,
202410,October 2024,202410,,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,,,,17,
202410,October 2024,202410,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,,,159,79,
